jobseeker_id,name,age,gender,education_level,job_role,industry,location,employer_id,employer,placement_status,placement_date,salary
JS10724,Amanda Juarez,35,Female,High School,Store Manager,Retail,Miami,EMP10069,Russell Group,Placed,2024-06-09,25646
JS10725,Jacob Williams,36,Female,Bachelors,Librarian,Education,Los Angeles,EMP10099,Williams-Cook,Placed,2024-05-30,57813
JS10726,Rebecca Hughes,32,Male,Bachelors,Supply Chain Analyst,Manufacturing,Seattle,EMP10286,Bowen Group,Placed,2025-03-02,57404
JS10727,Anthony Hooper,25,Male,Masters,Academic Counselor,Education,Los Angeles,EMP10001,"Rodriguez, Figueroa and Sanchez",Not Placed,,0
JS10728,Michael Boyd,37,Male,Bachelors,Cybersecurity Specialist,IT,Seattle,EMP10188,Vargas Ltd,Not Placed,,0
JS10729,Sandy Baker,28,Male,High School,Academic Counselor,Education,San Francisco,EMP10271,"Thomas, Lee and Greene",Not Placed,,0
JS10730,Carrie Valdez,45,Female,Bachelors,Pharmacist,Healthcare,Miami,EMP10166,Medina-Navarro,Placed,2024-07-30,57144
JS10731,Stephanie Miller,42,Male,Masters,Financial Analyst,Finance,Seattle,EMP10017,James Group,Placed,2024-06-16,91809
JS10732,Terry Black,27,Male,Bachelors,Quality Engineer,Manufacturing,Miami,EMP10253,Bailey-Cook,Placed,2024-07-26,62980
JS10733,Haley Sparks,39,Male,Bachelors,Librarian,Education,New York,EMP10007,Blake and Sons,Not Placed,,0
JS10734,Adriana Macias,27,Female,Masters,Production Manager,Manufacturing,Los Angeles,EMP10415,Dixon Inc,Placed,2024-08-28,83653
JS10735,Billy Schneider,38,Female,Masters,Quality Engineer,Manufacturing,Seattle,EMP10365,"Phillips, Wagner and Jordan",Placed,2024-06-01,77420
JS10736,Christopher Guzman,37,Male,High School,Nurse,Healthcare,San Francisco,EMP10497,Blackwell LLC,Not Placed,,0
JS10737,Mary Perry,24,Female,Bachelors,Financial Analyst,Finance,Dallas,EMP10339,Crosby-Ramirez,Placed,2024-07-17,60490
JS10738,Karen Mendoza,26,Female,Bachelors,Marketing Specialist,Marketing,Seattle,EMP10329,Harvey PLC,Placed,2024-05-31,62101
JS10739,Maria Jenkins,35,Female,Bachelors,Software Engineer,IT,Seattle,EMP10094,Newton and Sons,Placed,2024-06-13,56537
JS10740,Kenneth Martin,31,Female,Bachelors,Academic Counselor,Education,Chicago,EMP10468,Wilkerson-Arias,Placed,2024-11-10,50638
JS10741,Stephanie Thomas,48,Male,Masters,Merchandiser,Retail,Chicago,EMP10314,Byrd-Le,Placed,2024-05-14,95758
JS10742,Christopher Mullen,27,Male,Bachelors,SEO Analyst,Marketing,Chicago,EMP10498,Robertson-Hays,Placed,2024-10-29,53011
JS10743,Marcia Johns,21,Female,PhD,Teacher,Education,Dallas,EMP10070,Hancock Inc,Not Placed,,0
JS10744,Samantha Valentine,30,Male,PhD,Accountant,Finance,New York,EMP10399,"Brown, Harris and Dougherty",Not Placed,,0
JS10745,Lawrence Ruiz,43,Female,Masters,Librarian,Education,Dallas,EMP10480,Barnes PLC,Placed,2024-09-14,66179
JS10746,Ronald Burke,22,Male,Bachelors,Pharmacist,Healthcare,Dallas,EMP10129,"Mccall, Hanson and Alvarado",Placed,2025-01-13,66577
JS10747,Patricia Hanson,30,Male,Bachelors,Investment Banker,Finance,New York,EMP10373,Reynolds Ltd,Placed,2024-09-25,55811
JS10748,Nathaniel Cooper,26,Male,Masters,Brand Manager,Marketing,Seattle,EMP10470,Hughes Inc,Placed,2024-09-03,79686
JS10749,Andrea Gray,22,Female,Bachelors,Software Engineer,IT,Seattle,EMP10173,White-Green,Placed,2024-05-01,66776
JS10750,Dale Heath,34,Male,Masters,Production Manager,Manufacturing,Miami,EMP10337,"Newton, Moore and Perry",Not Placed,,0
JS10751,Jennifer Hernandez,50,Male,Masters,Sales Associate,Retail,Chicago,EMP10271,"Thomas, Lee and Greene",Placed,2024-04-17,95384
JS10752,Steven Greene,39,Male,Bachelors,Financial Analyst,Finance,New York,EMP10347,Jones PLC,Not Placed,,0
JS10753,Kim Goodwin,33,Other,Masters,Librarian,Education,New York,EMP10115,Torres-Pope,Placed,2024-04-16,85842
JS10754,Mr. Larry Carey,25,Male,High School,Librarian,Education,New York,EMP10283,"Pollard, Simpson and Johnson",Placed,2025-02-22,26393
JS10755,Meghan Reynolds,33,Male,Masters,Financial Analyst,Finance,Los Angeles,EMP10289,"Miller, Murphy and Craig",Placed,2024-08-21,85907
JS10756,Andrew Moreno,41,Female,Bachelors,Brand Manager,Marketing,San Francisco,EMP10126,Smith-Frost,Placed,2024-06-08,65453
JS10757,Karen Mack,34,Male,Masters,Software Engineer,IT,Miami,EMP10214,"Tapia, Vaughn and Lee",Placed,2024-07-25,82826
JS10758,Natalie Juarez,27,Male,Bachelors,Data Analyst,IT,San Francisco,EMP10181,Wells Inc,Not Placed,,0
JS10759,Anne Anderson,46,Male,High School,Software Engineer,IT,San Francisco,EMP10353,Smith and Sons,Placed,2024-09-12,37414
JS10760,Susan Miller,44,Female,High School,Software Engineer,IT,Dallas,EMP10480,Barnes PLC,Placed,2024-10-29,38638
JS10761,Jennifer Lopez,47,Male,Bachelors,Production Manager,Manufacturing,Chicago,EMP10233,"Clark, Guerrero and Moore",Placed,2024-12-11,50874
JS10762,Adrienne Mills,27,Female,Bachelors,Librarian,Education,Seattle,EMP10134,"Carroll, Sullivan and Bass",Placed,2024-09-28,60415
JS10763,Matthew Watts,44,Other,Masters,Marketing Specialist,Marketing,Los Angeles,EMP10301,"Thomas, Murray and King",Not Placed,,0
JS10764,Jack Moore,37,Male,Bachelors,Nurse,Healthcare,Seattle,EMP10359,"Turner, Schneider and Johnson",Not Placed,,0
JS10765,Dawn Wyatt,22,Male,Masters,Data Analyst,IT,Miami,EMP10140,Chambers and Sons,Placed,2024-08-22,83607
JS10766,Lisa Braun,48,Male,Bachelors,SEO Analyst,Marketing,San Francisco,EMP10196,"Nelson, Morton and Medina",Placed,2024-08-12,63255
JS10767,Jennifer Bowers,24,Female,Bachelors,Librarian,Education,New York,EMP10097,Wagner-King,Placed,2024-09-14,55007
JS10768,Justin Webb,38,Female,High School,Investment Banker,Finance,Chicago,EMP10172,"Alvarado, Miller and Patterson",Not Placed,,0
JS10769,Laura Schroeder MD,44,Male,Bachelors,Pharmacist,Healthcare,Miami,EMP10156,Hill Inc,Placed,2024-05-03,56425
JS10770,Mary Adkins,29,Female,Bachelors,Sales Associate,Retail,Dallas,EMP10491,"Fuller, Ingram and Moss",Placed,2024-08-31,44971
JS10771,Tiffany Garcia,31,Female,Masters,Cybersecurity Specialist,IT,Los Angeles,EMP10269,Hicks-Hill,Not Placed,,0
JS10772,Rachel Owen,40,Female,Masters,Sales Associate,Retail,Dallas,EMP10080,"Hensley, Powell and David",Placed,2024-11-04,80472
JS10773,Michelle Martin,50,Female,Bachelors,Financial Analyst,Finance,Miami,EMP10071,Gray Group,Placed,2024-11-12,62414
JS10774,Brandon Thomas,46,Male,High School,Brand Manager,Marketing,Dallas,EMP10471,Walker-Flores,Placed,2025-03-05,39893
JS10775,Anita Baker,45,Male,Masters,Accountant,Finance,New York,EMP10288,Morgan-Schwartz,Placed,2024-08-02,67758
JS10776,Andrew Cruz,26,Male,Masters,Marketing Specialist,Marketing,Seattle,EMP10165,Castaneda-Ashley,Not Placed,,0
JS10777,Miss Kelly Dawson,34,Other,Bachelors,Brand Manager,Marketing,Miami,EMP10142,Riggs PLC,Placed,2024-10-29,46158
JS10778,Raymond Thompson,24,Male,High School,Librarian,Education,Chicago,EMP10313,Robinson-Lee,Not Placed,,0
JS10779,Adam Jefferson DVM,28,Female,Bachelors,Data Analyst,IT,New York,EMP10355,"Fisher, Wilson and Brown",Not Placed,,0
JS10780,Chloe Bowers,25,Male,Bachelors,Brand Manager,Marketing,Chicago,EMP10096,Harris-Walters,Not Placed,,0
JS10781,Melissa Gilbert,36,Male,Bachelors,Financial Analyst,Finance,Los Angeles,EMP10395,"Ramos, Nelson and Fischer",Not Placed,,0
JS10782,Heather Pena,50,Male,Bachelors,Brand Manager,Marketing,San Francisco,EMP10391,Frank-Bradley,Placed,2024-05-11,45802
JS10783,Donald Ross,50,Other,Bachelors,Academic Counselor,Education,Miami,EMP10168,Johnson-Rogers,Not Placed,,0
JS10784,Jennifer Gonzalez,49,Male,Bachelors,Cybersecurity Specialist,IT,Miami,EMP10427,Johnson-Wood,Placed,2024-03-16,50253
JS10785,Andrea Davis,33,Female,Masters,Librarian,Education,Dallas,EMP10331,Reid Group,Not Placed,,0
JS10786,Ronald Herman,46,Male,High School,Sales Associate,Retail,San Francisco,EMP10268,Jimenez Ltd,Not Placed,,0
JS10787,Victor Hill,44,Male,Bachelors,Supply Chain Analyst,Manufacturing,New York,EMP10099,Williams-Cook,Placed,2024-11-01,53042
JS10788,Jordan Powell,49,Male,Masters,Sales Associate,Retail,Los Angeles,EMP10152,"Simmons, Meadows and Griffin",Placed,2024-03-12,63574
JS10789,Jason Rodriguez,43,Male,High School,Supply Chain Analyst,Manufacturing,Los Angeles,EMP10047,Anderson Group,Not Placed,,0
JS10790,Edward Arroyo,24,Male,Bachelors,Brand Manager,Marketing,San Francisco,EMP10203,Peterson-Beard,Placed,2025-01-16,54774
JS10791,Deanna Medina,21,Male,Bachelors,Marketing Specialist,Marketing,Los Angeles,EMP10047,Anderson Group,Placed,2025-01-13,62666
JS10792,Melissa Church,41,Female,Masters,Brand Manager,Marketing,New York,EMP10047,Anderson Group,Placed,2024-10-15,89451
JS10793,Mr. Gerald Rowe,41,Male,Bachelors,Merchandiser,Retail,Seattle,EMP10264,"Lloyd, Mckinney and Collins",Not Placed,,0
JS10794,Stephanie Atkins,26,Male,Bachelors,Production Manager,Manufacturing,Chicago,EMP10292,Young Ltd,Not Placed,,0
JS10795,Mr. James Kramer,48,Male,Masters,Investment Banker,Finance,New York,EMP10217,Perez-White,Placed,2024-06-04,89245
JS10796,Crystal Stewart,30,Female,High School,Financial Analyst,Finance,New York,EMP10321,Coffey-Phillips,Not Placed,,0
JS10797,Kelli Smith,21,Male,Masters,Teacher,Education,Dallas,EMP10457,Bishop-Goodwin,Placed,2025-01-28,74213
JS10798,Dustin Ross,39,Female,Bachelors,Sales Associate,Retail,Dallas,EMP10310,Smith-Grimes,Placed,2024-12-26,68906
JS10799,Angela Velazquez,38,Male,Bachelors,Production Manager,Manufacturing,New York,EMP10096,Harris-Walters,Placed,2024-09-12,61406
JS10800,Daniel Berry,32,Male,Masters,Brand Manager,Marketing,Seattle,EMP10311,"Beltran, Lozano and Mcgee",Placed,2024-05-20,65747
JS10801,Melanie Browning,22,Male,PhD,Investment Banker,Finance,Chicago,EMP10315,"Becker, Taylor and Davis",Placed,2024-09-20,103254
JS10802,Cynthia Allen,35,Female,Bachelors,Software Engineer,IT,Seattle,EMP10155,"Ramirez, Strickland and Washington",Placed,2024-06-22,69410
JS10803,Dale Wright,33,Female,Masters,Supply Chain Analyst,Manufacturing,New York,EMP10151,Salazar-Ball,Placed,2024-11-06,67996
JS10804,Richard Wilson,43,Female,Bachelors,Merchandiser,Retail,San Francisco,EMP10359,"Turner, Schneider and Johnson",Placed,2024-04-10,41906
JS10805,Mary Austin,24,Female,PhD,Teacher,Education,Los Angeles,EMP10373,Reynolds Ltd,Placed,2025-01-01,117642
JS10806,Tina Charles,34,Female,Bachelors,Librarian,Education,Dallas,EMP10183,Jackson-Lawson,Not Placed,,0
JS10807,Ethan Villanueva,40,Female,Bachelors,SEO Analyst,Marketing,Los Angeles,EMP10418,Thomas and Sons,Placed,2025-02-16,59969
JS10808,Sheila Henry,28,Female,PhD,Software Engineer,IT,New York,EMP10241,Jones and Sons,Placed,2025-01-01,95456
JS10809,Diana Walker,44,Female,Masters,Store Manager,Retail,New York,EMP10172,"Alvarado, Miller and Patterson",Placed,2024-10-20,73915
JS10810,Joseph Henderson,21,Female,Masters,Nurse,Healthcare,Chicago,EMP10155,"Ramirez, Strickland and Washington",Placed,2025-03-10,81228
JS10811,Kathryn Long,45,Male,Masters,Pharmacist,Healthcare,Miami,EMP10294,Good-Hodges,Placed,2024-12-02,61908
JS10812,Joyce Martinez,47,Male,Bachelors,Medical Assistant,Healthcare,Los Angeles,EMP10475,Blake Group,Placed,2024-09-28,41165
JS10813,Michael Smith,41,Male,Bachelors,Merchandiser,Retail,Chicago,EMP10239,"Guerrero, Peck and Coleman",Not Placed,,0
JS10814,Kevin Nguyen,34,Female,High School,Academic Counselor,Education,Dallas,EMP10374,"Watson, Anderson and Brown",Not Placed,,0
JS10815,Debbie Dunn,38,Male,Bachelors,SEO Analyst,Marketing,Seattle,EMP10475,Blake Group,Not Placed,,0
JS10816,John Austin,32,Male,High School,Production Manager,Manufacturing,Chicago,EMP10194,Reid-Poole,Not Placed,,0
JS10817,Jonathan Clark,47,Male,Bachelors,Investment Banker,Finance,New York,EMP10447,"Henderson, Cox and Cox",Not Placed,,0
JS10818,Jacqueline Dickerson,30,Female,Bachelors,Data Analyst,IT,Los Angeles,EMP10045,"Arroyo, Miller and Tucker",Placed,2024-06-27,47787
JS10819,Kenneth Krause,32,Male,PhD,Investment Banker,Finance,Chicago,EMP10091,"Turner, Riggs and Roman",Placed,2024-12-02,84901
JS10820,Brett Nelson,45,Male,High School,Teacher,Education,Seattle,EMP10250,Ruiz Ltd,Not Placed,,0
JS10821,Jeffrey James,25,Male,Masters,Brand Manager,Marketing,Chicago,EMP10401,Wilson-Jimenez,Placed,2024-05-06,66439
JS10822,Nancy Kennedy,47,Other,Bachelors,Financial Analyst,Finance,Miami,EMP10019,"Adams, Zuniga and Wong",Placed,2024-03-14,63385
JS10823,Jonathan Cowan,48,Male,High School,Cybersecurity Specialist,IT,Seattle,EMP10307,Castaneda-Rodriguez,Not Placed,,0
JS10824,Kelly Le,31,Male,High School,Librarian,Education,Miami,EMP10161,Brown-Wall,Placed,2025-01-09,37427
JS10825,Mr. Scott Williams,30,Female,Bachelors,Financial Analyst,Finance,Chicago,EMP10143,Gibson Ltd,Placed,2024-04-18,65322
JS10826,Amy Cervantes,35,Female,Bachelors,Accountant,Finance,New York,EMP10008,"Henderson, Ramirez and Lewis",Not Placed,,0
JS10827,Mark Cole,38,Male,Bachelors,Medical Assistant,Healthcare,Chicago,EMP10140,Chambers and Sons,Placed,2024-07-18,63080
JS10828,Isaac Grant,46,Male,Bachelors,Data Analyst,IT,Dallas,EMP10462,Burch-Montoya,Placed,2025-01-19,54537
JS10829,Alejandro Martinez,22,Male,Bachelors,Marketing Specialist,Marketing,New York,EMP10198,"Adams, Christian and Rivas",Placed,2025-02-10,53974
JS10830,Lisa Ray,33,Male,Bachelors,Librarian,Education,Seattle,EMP10356,Strickland-Palmer,Not Placed,,0
JS10831,Kimberly Krause,40,Male,Bachelors,Investment Banker,Finance,Seattle,EMP10346,Zhang PLC,Not Placed,,0
JS10832,Frederick Dixon,23,Other,Masters,Merchandiser,Retail,San Francisco,EMP10048,"Martin, Rose and Obrien",Not Placed,,0
JS10833,Jillian Miller,50,Female,High School,Medical Assistant,Healthcare,Miami,EMP10366,"Wilson, Pena and Rich",Not Placed,,0
JS10834,Julie Frye,36,Male,Bachelors,Supply Chain Analyst,Manufacturing,Chicago,EMP10473,Moody-Taylor,Placed,2025-02-11,46008
JS10835,Robert Rogers,43,Female,Bachelors,Quality Engineer,Manufacturing,Los Angeles,EMP10252,"Graham, Olsen and Costa",Placed,2024-11-11,55575
JS10836,Jennifer Meadows,24,Male,Bachelors,Accountant,Finance,Seattle,EMP10180,Howell and Sons,Not Placed,,0
JS10837,Greg Edwards,25,Male,Bachelors,Marketing Specialist,Marketing,Chicago,EMP10287,"Booker, Jones and Harrington",Not Placed,,0
JS10838,Michelle Jacobs,46,Male,Bachelors,Academic Counselor,Education,San Francisco,EMP10320,"Shaw, Nelson and Martin",Placed,2024-08-11,45210
JS10839,Jeremy Roy,36,Male,Bachelors,Supply Chain Analyst,Manufacturing,Dallas,EMP10223,Sheppard LLC,Not Placed,,0
JS10840,Kevin Sheppard,34,Female,Bachelors,Marketing Specialist,Marketing,San Francisco,EMP10342,"Winters, Newman and Brown",Not Placed,,0
JS10841,Clinton Johnson,44,Female,Bachelors,Sales Associate,Retail,Dallas,EMP10308,Armstrong-Andrews,Placed,2024-12-18,58189
JS10842,David Manning,24,Female,Bachelors,Sales Associate,Retail,Dallas,EMP10056,Jones-Young,Not Placed,,0
JS10843,Christine Sanders,40,Female,Bachelors,Merchandiser,Retail,Miami,EMP10032,Carlson-Cruz,Placed,2024-04-17,66772
JS10844,Shawn Kelley,25,Female,Masters,Marketing Specialist,Marketing,Seattle,EMP10076,"Daniels, Adkins and Brown",Placed,2024-03-21,89686
JS10845,Kelly Ferrell,38,Male,Bachelors,Sales Associate,Retail,San Francisco,EMP10351,Fernandez and Sons,Not Placed,,0
JS10846,Luke Miller,30,Female,Masters,Pharmacist,Healthcare,Miami,EMP10474,Lowery-Kennedy,Placed,2025-03-07,65851
JS10847,Ellen Wright,39,Male,PhD,Sales Associate,Retail,Seattle,EMP10152,"Simmons, Meadows and Griffin",Placed,2024-06-29,86963
JS10848,Cameron Rose,21,Female,Masters,Nurse,Healthcare,Seattle,EMP10146,Stafford Inc,Not Placed,,0
JS10849,Andrew Kelly,28,Male,Bachelors,SEO Analyst,Marketing,Miami,EMP10197,Marshall-Petersen,Placed,2025-03-01,54260
JS10850,John Proctor,38,Male,Bachelors,Financial Analyst,Finance,Dallas,EMP10198,"Adams, Christian and Rivas",Not Placed,,0
JS10851,Denise Wallace,32,Female,Bachelors,Supply Chain Analyst,Manufacturing,San Francisco,EMP10069,Russell Group,Placed,2024-12-06,61246
JS10852,Leslie Bryant,21,Male,Masters,SEO Analyst,Marketing,San Francisco,EMP10044,Allen-Allen,Placed,2024-12-26,87253
JS10853,Kristy Mills,48,Male,Masters,Academic Counselor,Education,Dallas,EMP10094,Newton and Sons,Placed,2024-11-14,87795
JS10854,Susan Olson,38,Female,Bachelors,Financial Analyst,Finance,Los Angeles,EMP10312,Parsons-Hall,Placed,2024-06-07,56323
JS10855,Jessica Diaz,48,Female,Masters,Pharmacist,Healthcare,Dallas,EMP10298,Schmidt PLC,Placed,2024-06-19,62481
JS10856,Adam Mills,39,Male,Bachelors,Academic Counselor,Education,Miami,EMP10041,Ryan PLC,Placed,2024-12-30,63963
JS10857,Hailey Harrison,37,Other,PhD,Quality Engineer,Manufacturing,Los Angeles,EMP10267,Valentine-Holland,Placed,2024-03-14,91592
JS10858,Katherine Campos,28,Male,Masters,Marketing Specialist,Marketing,Miami,EMP10327,Richards-Carson,Placed,2024-07-05,97986
JS10859,Jeffrey Carter,30,Female,Masters,Teacher,Education,Los Angeles,EMP10235,Ortiz Ltd,Placed,2024-06-08,90751
JS10860,Kimberly Lopez,39,Female,Bachelors,Quality Engineer,Manufacturing,Chicago,EMP10087,"Ferrell, Jones and Lewis",Placed,2025-02-16,59583
JS10861,Jennifer Martin,44,Male,Masters,Nurse,Healthcare,Miami,EMP10245,"Fernandez, Kim and George",Placed,2024-12-22,97542
JS10862,Sandra Walker,22,Female,Bachelors,Brand Manager,Marketing,New York,EMP10148,"Holmes, Williams and Wright",Placed,2024-04-10,44155
JS10863,David Duran,37,Male,Masters,Nurse,Healthcare,Dallas,EMP10145,Hernandez Ltd,Placed,2025-02-27,76839
JS10864,Melissa Nelson,21,Female,Bachelors,Librarian,Education,San Francisco,EMP10340,"Wood, Ramos and Sampson",Placed,2024-11-17,66471
JS10865,Rhonda Gutierrez,26,Male,Masters,Sales Associate,Retail,Seattle,EMP10273,Morgan-French,Not Placed,,0
JS10866,Catherine Roberts,31,Other,PhD,Teacher,Education,Seattle,EMP10256,"Johnson, Miller and King",Placed,2024-11-13,134125
JS10867,Jesse Graves,45,Male,Masters,Brand Manager,Marketing,San Francisco,EMP10109,Hancock and Sons,Placed,2024-09-18,82614
JS10868,Alec Williams,22,Female,Masters,Software Engineer,IT,San Francisco,EMP10240,"Walker, Hernandez and Baker",Placed,2024-10-04,79750
JS10869,William Campbell,36,Female,Masters,Teacher,Education,Los Angeles,EMP10352,Guerrero Inc,Not Placed,,0
JS10870,Jeffrey Smith,36,Male,Bachelors,Sales Associate,Retail,Chicago,EMP10480,Barnes PLC,Not Placed,,0
JS10871,Adrian Robinson,33,Female,PhD,Marketing Specialist,Marketing,New York,EMP10475,Blake Group,Placed,2024-08-21,126376
JS10872,Robert Bolton,48,Male,Masters,Quality Engineer,Manufacturing,Chicago,EMP10140,Chambers and Sons,Placed,2024-09-07,66440
JS10873,Amanda Miller,29,Female,Bachelors,Supply Chain Analyst,Manufacturing,Miami,EMP10125,Scott Ltd,Not Placed,,0
JS10874,Brianna Adams,39,Female,Bachelors,Brand Manager,Marketing,San Francisco,EMP10162,Stein-Silva,Placed,2024-08-10,62046
JS10875,John Lee,21,Female,High School,Cybersecurity Specialist,IT,New York,EMP10353,Smith and Sons,Not Placed,,0
JS10876,Ruth Clayton,28,Female,Bachelors,Software Engineer,IT,Dallas,EMP10048,"Martin, Rose and Obrien",Placed,2024-04-27,59468
JS10877,Michelle Cruz,42,Female,Bachelors,Librarian,Education,New York,EMP10365,"Phillips, Wagner and Jordan",Not Placed,,0
JS10878,Danielle Vang,23,Female,High School,Brand Manager,Marketing,Dallas,EMP10416,"Hicks, Bullock and Bailey",Not Placed,,0
JS10879,Nicolas Davis,49,Male,Bachelors,Pharmacist,Healthcare,Miami,EMP10485,"Butler, Beck and Miller",Placed,2024-11-24,54858
JS10880,Mrs. Melanie Collins,50,Other,Masters,Brand Manager,Marketing,Seattle,EMP10398,"Estrada, Williams and Foster",Placed,2024-07-14,70614
JS10881,Nicholas Garner,45,Male,Masters,Store Manager,Retail,Chicago,EMP10031,Burton Ltd,Placed,2024-10-10,77345
JS10882,Dawn Little,26,Male,Bachelors,Investment Banker,Finance,Los Angeles,EMP10093,"Garcia, Humphrey and Baker",Not Placed,,0
JS10883,Stephen Boyer,24,Male,Masters,Investment Banker,Finance,Miami,EMP10450,Jones Inc,Not Placed,,0
JS10884,Brian Chen,43,Male,High School,Cybersecurity Specialist,IT,Miami,EMP10130,Cortez LLC,Not Placed,,0
JS10885,Christopher Hill,21,Female,High School,Marketing Specialist,Marketing,New York,EMP10343,Lopez-Martinez,Placed,2024-04-26,27483
JS10886,David Novak,43,Male,Bachelors,Cybersecurity Specialist,IT,Miami,EMP10487,"Hartman, Romero and Smith",Not Placed,,0
JS10887,Melissa Barker,36,Male,Masters,Production Manager,Manufacturing,Dallas,EMP10117,Ross LLC,Placed,2024-05-10,91592
JS10888,Brandon Moore,24,Female,Masters,Pharmacist,Healthcare,Miami,EMP10157,"Mitchell, Nelson and Flores",Placed,2024-04-15,65941
JS10889,Gina Booker,32,Male,PhD,Data Analyst,IT,Seattle,EMP10396,Reed Inc,Placed,2024-12-30,106623
JS10890,Amy Newman,26,Female,PhD,Marketing Specialist,Marketing,Chicago,EMP10359,"Turner, Schneider and Johnson",Placed,2024-12-08,93994
JS10891,Ashley Freeman,41,Female,Bachelors,SEO Analyst,Marketing,Miami,EMP10099,Williams-Cook,Placed,2024-07-12,46327
JS10892,Dr. Nicole Trujillo,21,Female,Bachelors,Store Manager,Retail,New York,EMP10409,Jackson-Meza,Placed,2024-08-28,50083
JS10893,Alison Gray,36,Male,Masters,Sales Associate,Retail,New York,EMP10175,Ramirez-Bean,Placed,2024-12-17,62805
JS10894,Steven Washington,33,Male,Masters,Brand Manager,Marketing,Los Angeles,EMP10487,"Hartman, Romero and Smith",Placed,2024-08-27,95164
JS10895,Kimberly Henry,25,Female,Bachelors,Software Engineer,IT,Miami,EMP10073,Henderson-Bernard,Placed,2024-10-17,40624
JS10896,Gregory Oconnor,36,Female,Bachelors,Investment Banker,Finance,Miami,EMP10067,Williams PLC,Placed,2024-06-25,60731
JS10897,Linda Valencia,22,Female,Masters,Data Analyst,IT,Dallas,EMP10089,Suarez LLC,Not Placed,,0
JS10898,Joseph Cole,23,Female,High School,Merchandiser,Retail,Seattle,EMP10318,Burgess-Thompson,Placed,2025-01-23,38180
JS10899,Jacob Smith,27,Male,Masters,Brand Manager,Marketing,Los Angeles,EMP10168,Johnson-Rogers,Placed,2024-11-13,97746
JS10900,Morgan Andrade,38,Male,Masters,Production Manager,Manufacturing,Seattle,EMP10024,Morales-Jones,Placed,2024-11-06,81987
JS10901,Patty Allen,23,Male,High School,Sales Associate,Retail,Miami,EMP10191,Reed Group,Not Placed,,0
JS10902,Mary Ryan,35,Male,Bachelors,Financial Analyst,Finance,Seattle,EMP10438,"Williams, Mccoy and Cook",Not Placed,,0
JS10903,Joseph Jimenez,33,Female,High School,Sales Associate,Retail,New York,EMP10208,Davis and Sons,Placed,2024-10-11,26460
JS10904,Douglas Ortiz,43,Female,Masters,Merchandiser,Retail,Seattle,EMP10409,Jackson-Meza,Not Placed,,0
JS10905,Brent Hopkins,43,Male,High School,Medical Assistant,Healthcare,Los Angeles,EMP10213,Stewart Ltd,Placed,2024-03-28,27859
JS10906,Beverly Russo,40,Female,Bachelors,SEO Analyst,Marketing,Dallas,EMP10492,Anderson-Bell,Placed,2024-05-28,67082
JS10907,Corey Johnson,46,Male,Bachelors,Teacher,Education,San Francisco,EMP10061,"Brown, Valdez and Lucas",Not Placed,,0
JS10908,Jasmine Burns,24,Female,Masters,Librarian,Education,San Francisco,EMP10240,"Walker, Hernandez and Baker",Not Placed,,0
JS10909,Leslie Williams,42,Male,High School,Software Engineer,IT,Miami,EMP10437,Ortiz-Morgan,Not Placed,,0
JS10910,Mitchell Smith,36,Male,Bachelors,Software Engineer,IT,Miami,EMP10188,Vargas Ltd,Placed,2025-03-03,54243
JS10911,John Preston,29,Male,Masters,Quality Engineer,Manufacturing,New York,EMP10054,"Robinson, Jones and Welch",Not Placed,,0
JS10912,Robert Brown,50,Male,Bachelors,Data Analyst,IT,Dallas,EMP10060,Gomez-Jenkins,Placed,2024-10-13,47710
JS10913,Stephanie Short,44,Male,Bachelors,Sales Associate,Retail,Miami,EMP10349,Schroeder-Kramer,Not Placed,,0
JS10914,Amy Jensen,28,Female,Bachelors,Software Engineer,IT,Miami,EMP10214,"Tapia, Vaughn and Lee",Not Placed,,0
JS10915,Morgan Davenport,33,Female,High School,Academic Counselor,Education,New York,EMP10461,Strickland-Shaw,Not Placed,,0
JS10916,Daniel Stone,27,Female,Bachelors,Store Manager,Retail,San Francisco,EMP10237,Warner-Gibson,Not Placed,,0
JS10917,David Cruz,41,Male,Bachelors,Nurse,Healthcare,New York,EMP10357,Hayes and Sons,Placed,2024-05-25,49194
JS10918,Danielle Garrett,25,Male,Bachelors,Sales Associate,Retail,Seattle,EMP10177,Curry Inc,Placed,2024-05-19,49671
JS10919,Kristin Reese,40,Male,Masters,Teacher,Education,Dallas,EMP10286,Bowen Group,Not Placed,,0
JS10920,Laura Craig,23,Male,Bachelors,Production Manager,Manufacturing,Dallas,EMP10245,"Fernandez, Kim and George",Not Placed,,0
JS10921,Jessica Garcia,29,Male,Bachelors,Production Manager,Manufacturing,San Francisco,EMP10169,"Yates, Ramsey and Pittman",Placed,2025-01-12,47287
JS10922,James Morgan,49,Female,Masters,Teacher,Education,Los Angeles,EMP10023,Perez Inc,Placed,2024-05-11,90844
JS10923,Lindsay Mahoney,44,Female,High School,Academic Counselor,Education,Los Angeles,EMP10419,Morrison Ltd,Not Placed,,0
JS10924,Krista Shea,47,Male,Bachelors,Cybersecurity Specialist,IT,Seattle,EMP10007,Blake and Sons,Not Placed,,0
JS10925,Jennifer Schultz,34,Female,High School,Nurse,Healthcare,Miami,EMP10047,Anderson Group,Placed,2025-01-25,35961
JS10926,Lisa Hart,30,Male,Bachelors,Librarian,Education,Dallas,EMP10013,Arnold Ltd,Not Placed,,0
